Ocular artifact correction,Muscle artifact correction,Low-pass filter,High-pass filter,Reference electrode(s),Detrending,Baseline interval,Autoreject,experiment,decoder,performance
ICA,None,None,None,P9P10,None,200ms,Interpolate,N170,EEGNet,0.737500011920929
ICA,None,None,None,P9P10,None,200ms,Interpolate,N2pc,EEGNet,0.6466745138168335
ICA,None,None,None,P9P10,None,200ms,Interpolate,N400,EEGNet,0.6625000238418579
ICA,None,None,None,P9P10,None,200ms,Interpolate,P3,EEGNet,0.6768749952316284
ICA,None,None,None,P9P10,None,200ms,Int. or reject,ERN,EEGNet,0.851192057132721
ICA,None,None,None,P9P10,None,200ms,Int. or reject,LRP,EEGNet,0.8095467686653137
ICA,None,None,None,P9P10,None,200ms,Int. or reject,MMN,EEGNet,0.5749290585517883
ICA,None,None,None,P9P10,None,200ms,Int. or reject,N170,EEGNet,0.7351676821708679
ICA,None,None,None,P9P10,None,200ms,Int. or reject,N2pc,EEGNet,0.6504399180412292
ICA,None,None,None,P9P10,None,200ms,Int. or reject,N400,EEGNet,0.660591185092926
ICA,None,None,None,P9P10,None,200ms,Int. or reject,P3,EEGNet,0.6734803318977356
ICA,None,None,None,P9P10,None,400ms,False,ERN,EEGNet,0.8686367869377136
ICA,None,None,None,P9P10,None,400ms,False,LRP,EEGNet,0.8233972787857056
ICA,None,None,None,P9P10,None,400ms,False,MMN,EEGNet,0.5749014616012573
ICA,None,None,None,P9P10,None,400ms,False,N170,EEGNet,0.7532812356948853
ICA,None,None,None,P9P10,None,400ms,False,N2pc,EEGNet,0.6558184623718262
ICA,None,None,None,P9P10,None,400ms,False,N400,EEGNet,0.6802083253860474
ICA,None,None,None,P9P10,None,400ms,False,P3,EEGNet,0.6852343678474426
ICA,None,None,None,P9P10,None,400ms,Interpolate,ERN,EEGNet,0.857329249382019
ICA,None,None,None,P9P10,None,400ms,Interpolate,LRP,EEGNet,0.8071903586387634
ICA,None,None,None,P9P10,None,400ms,Interpolate,MMN,EEGNet,0.5670561790466309
ICA,None,None,None,P9P10,None,400ms,Interpolate,N170,EEGNet,0.7393749952316284
ICA,None,None,None,P9P10,None,400ms,Interpolate,N2pc,EEGNet,0.6459227800369263
ICA,None,None,None,P9P10,None,400ms,Interpolate,N400,EEGNet,0.6691666841506958
ICA,None,None,None,P9P10,None,400ms,Interpolate,P3,EEGNet,0.6719531416893005
ICA,None,None,None,P9P10,None,400ms,Int. or reject,ERN,EEGNet,0.8337792158126831
ICA,None,None,None,P9P10,None,400ms,Int. or reject,LRP,EEGNet,0.8116600513458252
ICA,None,None,None,P9P10,None,400ms,Int. or reject,MMN,EEGNet,0.5656408071517944
ICA,None,None,None,P9P10,None,400ms,Int. or reject,N170,EEGNet,0.7410051226615906
ICA,None,None,None,P9P10,None,400ms,Int. or reject,N2pc,EEGNet,0.6485204100608826
ICA,None,None,None,P9P10,None,400ms,Int. or reject,N400,EEGNet,0.6643089056015015
ICA,None,None,None,P9P10,None,400ms,Int. or reject,P3,EEGNet,0.6660940647125244
ICA,None,None,None,P9P10,None,None,False,ERN,EEGNet,0.860260009765625
ICA,None,None,None,P9P10,None,None,False,LRP,EEGNet,0.8232117891311646
ICA,None,None,None,P9P10,None,None,False,MMN,EEGNet,0.5755423903465271
ICA,None,None,None,P9P10,None,None,False,N170,EEGNet,0.7540624737739563
ICA,None,None,None,P9P10,None,None,False,N2pc,EEGNet,0.656052827835083
ICA,None,None,None,P9P10,None,None,False,N400,EEGNet,0.6808333396911621
ICA,None,None,None,P9P10,None,None,False,P3,EEGNet,0.6839062571525574
ICA,None,None,None,P9P10,None,None,Interpolate,ERN,EEGNet,0.8293763399124146
ICA,None,None,None,P9P10,None,None,Interpolate,LRP,EEGNet,0.7720391750335693
ICA,None,None,None,P9P10,None,None,Interpolate,MMN,EEGNet,0.5671693682670593
ICA,None,None,None,P9P10,None,None,Interpolate,N170,EEGNet,0.7450000047683716
ICA,None,None,None,P9P10,None,None,Interpolate,N2pc,EEGNet,0.6449606418609619
ICA,None,None,None,P9P10,None,None,Interpolate,N400,EEGNet,0.6712499856948853
ICA,None,None,None,P9P10,None,None,Interpolate,P3,EEGNet,0.6768749952316284
ICA,None,None,None,P9P10,None,None,Int. or reject,ERN,EEGNet,0.811244547367096
ICA,None,None,None,P9P10,None,None,Int. or reject,LRP,EEGNet,0.7787048816680908
ICA,None,None,None,P9P10,None,None,Int. or reject,MMN,EEGNet,0.5587975382804871
ICA,None,None,None,P9P10,None,None,Int. or reject,N170,EEGNet,0.6603518128395081
ICA,None,None,None,P9P10,None,None,Int. or reject,N2pc,EEGNet,0.5849812030792236
ICA,None,None,None,P9P10,None,None,Int. or reject,N400,EEGNet,0.6224299073219299
ICA,None,None,None,P9P10,None,None,Int. or reject,P3,EEGNet,0.6627732515335083
ICA,None,None,None,P9P10,linear,200ms,False,ERN,EEGNet,0.8751282691955566
ICA,None,None,None,P9P10,linear,200ms,False,LRP,EEGNet,0.8251442909240723
ICA,None,None,None,P9P10,linear,200ms,False,MMN,EEGNet,0.5786851644515991
ICA,None,None,None,P9P10,linear,200ms,False,N170,EEGNet,0.770312488079071
ICA,None,None,None,P9P10,linear,200ms,False,N2pc,EEGNet,0.6554868221282959
ICA,None,None,None,P9P10,linear,200ms,False,N400,EEGNet,0.6622916460037231
ICA,None,None,None,P9P10,linear,200ms,False,P3,EEGNet,0.6873437762260437
ICA,None,None,None,P9P10,linear,200ms,Interpolate,ERN,EEGNet,0.8488522171974182
ICA,None,None,None,P9P10,linear,200ms,Interpolate,LRP,EEGNet,0.808469831943512
ICA,None,None,None,P9P10,linear,200ms,Interpolate,MMN,EEGNet,0.5719206929206848
ICA,None,None,None,P9P10,linear,200ms,Interpolate,N170,EEGNet,0.7548437714576721
ICA,None,None,None,P9P10,linear,200ms,Interpolate,N2pc,EEGNet,0.649480402469635
ICA,None,None,None,P9P10,linear,200ms,Interpolate,N400,EEGNet,0.6575000286102295
ICA,None,None,None,P9P10,linear,200ms,Interpolate,P3,EEGNet,0.6823437213897705
ICA,None,None,None,P9P10,linear,200ms,Int. or reject,ERN,EEGNet,0.8243847489356995
ICA,None,None,None,P9P10,linear,200ms,Int. or reject,LRP,EEGNet,0.8182581067085266
ICA,None,None,None,P9P10,linear,200ms,Int. or reject,MMN,EEGNet,0.5736010670661926
ICA,None,None,None,P9P10,linear,200ms,Int. or reject,N170,EEGNet,0.7572855353355408
ICA,None,None,None,P9P10,linear,200ms,Int. or reject,N2pc,EEGNet,0.6484200954437256
ICA,None,None,None,P9P10,linear,200ms,Int. or reject,N400,EEGNet,0.6662531495094299
ICA,None,None,None,P9P10,linear,200ms,Int. or reject,P3,EEGNet,0.6779882311820984
ICA,None,None,None,P9P10,linear,400ms,False,ERN,EEGNet,0.8756752014160156
ICA,None,None,None,P9P10,linear,400ms,False,LRP,EEGNet,0.8242186307907104
ICA,None,None,None,P9P10,linear,400ms,False,MMN,EEGNet,0.5785442590713501
ICA,None,None,None,P9P10,linear,400ms,False,N170,EEGNet,0.7714062333106995
ICA,None,None,None,P9P10,linear,400ms,False,N2pc,EEGNet,0.6543930768966675
ICA,None,None,None,P9P10,linear,400ms,False,N400,EEGNet,0.6629166603088379
ICA,None,None,None,P9P10,linear,400ms,False,P3,EEGNet,0.6862499713897705
ICA,None,None,None,P9P10,linear,400ms,Interpolate,ERN,EEGNet,0.8527551293373108
ICA,None,None,None,P9P10,linear,400ms,Interpolate,LRP,EEGNet,0.8151206374168396
ICA,None,None,None,P9P10,linear,400ms,Interpolate,MMN,EEGNet,0.5708786249160767
ICA,None,None,None,P9P10,linear,400ms,Interpolate,N170,EEGNet,0.7564062476158142
ICA,None,None,None,P9P10,linear,400ms,Interpolate,N2pc,EEGNet,0.6469922065734863
ICA,None,None,None,P9P10,linear,400ms,Interpolate,N400,EEGNet,0.6620833277702332
ICA,None,None,None,P9P10,linear,400ms,Interpolate,P3,EEGNet,0.6728906035423279
ICA,None,None,None,P9P10,linear,400ms,Int. or reject,ERN,EEGNet,0.8238793611526489
ICA,None,None,None,P9P10,linear,400ms,Int. or reject,LRP,EEGNet,0.8170156478881836
ICA,None,None,None,P9P10,linear,400ms,Int. or reject,MMN,EEGNet,0.5678086280822754
ICA,None,None,None,P9P10,linear,400ms,Int. or reject,N170,EEGNet,0.7580506205558777
ICA,None,None,None,P9P10,linear,400ms,Int. or reject,N2pc,EEGNet,0.6515631675720215
ICA,None,None,None,P9P10,linear,400ms,Int. or reject,N400,EEGNet,0.6609223484992981
ICA,None,None,None,P9P10,linear,400ms,Int. or reject,P3,EEGNet,0.6797364950180054
ICA,None,None,None,P9P10,linear,None,False,ERN,EEGNet,0.8656682968139648
ICA,None,None,None,P9P10,linear,None,False,LRP,EEGNet,0.824888288974762
ICA,None,None,None,P9P10,linear,None,False,MMN,EEGNet,0.5782906413078308
ICA,None,None,None,P9P10,linear,None,False,N170,EEGNet,0.7714062333106995
ICA,None,None,None,P9P10,linear,None,False,N2pc,EEGNet,0.6540024876594543
ICA,None,None,None,P9P10,linear,None,False,N400,EEGNet,0.6616666913032532
ICA,None,None,None,P9P10,linear,None,False,P3,EEGNet,0.6869531273841858
ICA,None,None,None,P9P10,linear,None,Interpolate,ERN,EEGNet,0.8586219549179077
ICA,None,None,None,P9P10,linear,None,Interpolate,LRP,EEGNet,0.8134312033653259
ICA,None,None,None,P9P10,linear,None,Interpolate,MMN,EEGNet,0.5703516006469727
ICA,None,None,None,P9P10,linear,None,Interpolate,N170,EEGNet,0.75390625
ICA,None,None,None,P9P10,linear,None,Interpolate,N2pc,EEGNet,0.6508182883262634
ICA,None,None,None,P9P10,linear,None,Interpolate,N400,EEGNet,0.6645833253860474
ICA,None,None,None,P9P10,linear,None,Interpolate,P3,EEGNet,0.6734374761581421
ICA,None,None,None,P9P10,linear,None,Int. or reject,ERN,EEGNet,0.8537787795066833
ICA,None,None,None,P9P10,linear,None,Int. or reject,LRP,EEGNet,0.8204305768013
ICA,None,None,None,P9P10,linear,None,Int. or reject,MMN,EEGNet,0.5725935101509094
ICA,None,None,None,P9P10,linear,None,Int. or reject,N170,EEGNet,0.7525221705436707
ICA,None,None,None,P9P10,linear,None,Int. or reject,N2pc,EEGNet,0.6469696164131165
ICA,None,None,None,P9P10,linear,None,Int. or reject,N400,EEGNet,0.6641370058059692
ICA,None,None,None,P9P10,linear,None,Int. or reject,P3,EEGNet,0.6783971190452576
ICA,None,None,None,average,None,200ms,False,ERN,EEGNet,0.8686361312866211
ICA,None,None,None,average,None,200ms,False,LRP,EEGNet,0.8290413022041321
ICA,None,None,None,average,None,200ms,False,MMN,EEGNet,0.5697925686836243
ICA,None,None,None,average,None,200ms,False,N170,EEGNet,0.7485937476158142
ICA,None,None,None,average,None,200ms,False,N2pc,EEGNet,0.6588629484176636
ICA,None,None,None,average,None,200ms,False,N400,EEGNet,0.6662499904632568
ICA,None,None,None,average,None,200ms,False,P3,EEGNet,0.6771875023841858
ICA,None,None,None,average,None,200ms,Interpolate,ERN,EEGNet,0.8491066694259644
ICA,None,None,None,average,None,200ms,Interpolate,LRP,EEGNet,0.8050828576087952
ICA,None,None,None,average,None,200ms,Interpolate,MMN,EEGNet,0.5642907619476318
ICA,None,None,None,average,None,200ms,Interpolate,N170,EEGNet,0.7303125262260437
ICA,None,None,None,average,None,200ms,Interpolate,N2pc,EEGNet,0.6518718004226685
ICA,None,None,None,average,None,200ms,Interpolate,N400,EEGNet,0.6616666913032532
ICA,None,None,None,average,None,200ms,Interpolate,P3,EEGNet,0.6707812547683716
ICA,None,None,None,average,None,200ms,Int. or reject,ERN,EEGNet,0.8475004434585571
ICA,None,None,None,average,None,200ms,Int. or reject,LRP,EEGNet,0.8156166076660156
ICA,None,None,None,average,None,200ms,Int. or reject,MMN,EEGNet,0.5666425824165344
ICA,None,None,None,average,None,200ms,Int. or reject,N170,EEGNet,0.7249898314476013
ICA,None,None,None,average,None,200ms,Int. or reject,N2pc,EEGNet,0.6476004719734192
ICA,None,None,None,average,None,200ms,Int. or reject,N400,EEGNet,0.6643641591072083
ICA,None,None,None,average,None,200ms,Int. or reject,P3,EEGNet,0.6793842315673828
ICA,None,None,None,average,None,400ms,False,ERN,EEGNet,0.8682157397270203
ICA,None,None,None,average,None,400ms,False,LRP,EEGNet,0.8292330503463745
ICA,None,None,None,average,None,400ms,False,MMN,EEGNet,0.5698427557945251
ICA,None,None,None,average,None,400ms,False,N170,EEGNet,0.7485937476158142
ICA,None,None,None,average,None,400ms,False,N2pc,EEGNet,0.6590191721916199
ICA,None,None,None,average,None,400ms,False,N400,EEGNet,0.6664583086967468
ICA,None,None,None,average,None,400ms,False,P3,EEGNet,0.6778905987739563
ICA,None,None,None,average,None,400ms,Interpolate,ERN,EEGNet,0.8498608469963074
ICA,None,None,None,average,None,400ms,Interpolate,LRP,EEGNet,0.810439944267273
ICA,None,None,None,average,None,400ms,Interpolate,MMN,EEGNet,0.565324068069458
ICA,None,None,None,average,None,400ms,Interpolate,N170,EEGNet,0.7284374833106995
ICA,None,None,None,average,None,400ms,Interpolate,N2pc,EEGNet,0.6504634618759155
ICA,None,None,None,average,None,400ms,Interpolate,N400,EEGNet,0.6652083396911621
ICA,None,None,None,average,None,400ms,Interpolate,P3,EEGNet,0.6724218726158142
ICA,None,None,None,average,None,400ms,Int. or reject,ERN,EEGNet,0.8462847471237183
ICA,None,None,None,average,None,400ms,Int. or reject,LRP,EEGNet,0.8132717609405518
ICA,None,None,None,average,None,400ms,Int. or reject,MMN,EEGNet,0.5676562786102295
ICA,None,None,None,average,None,400ms,Int. or reject,N170,EEGNet,0.7283644676208496
ICA,None,None,None,average,None,400ms,Int. or reject,N2pc,EEGNet,0.6508569121360779
ICA,None,None,None,average,None,400ms,Int. or reject,N400,EEGNet,0.6635906100273132
ICA,None,None,None,average,None,400ms,Int. or reject,P3,EEGNet,0.6783616542816162
ICA,None,None,None,average,None,None,False,ERN,EEGNet,0.8587017059326172
ICA,None,None,None,average,None,None,False,LRP,EEGNet,0.8276604413986206
ICA,None,None,None,average,None,None,False,MMN,EEGNet,0.5698415637016296
ICA,None,None,None,average,None,None,False,N170,EEGNet,0.7484375238418579
ICA,None,None,None,average,None,None,False,N2pc,EEGNet,0.6589410901069641
ICA,None,None,None,average,None,None,False,N400,EEGNet,0.6670833230018616
ICA,None,None,None,average,None,None,False,P3,EEGNet,0.6785937547683716
ICA,None,None,None,average,None,None,Interpolate,ERN,EEGNet,0.8424360752105713
ICA,None,None,None,average,None,None,Interpolate,LRP,EEGNet,0.7848919034004211
ICA,None,None,None,average,None,None,Interpolate,MMN,EEGNet,0.5659339427947998
ICA,None,None,None,average,None,None,Interpolate,N170,EEGNet,0.7298437356948853
ICA,None,None,None,average,None,None,Interpolate,N2pc,EEGNet,0.6468309164047241
ICA,None,None,None,average,None,None,Interpolate,N400,EEGNet,0.6583333611488342
ICA,None,None,None,average,None,None,Interpolate,P3,EEGNet,0.67578125
ICA,None,None,None,average,None,None,Int. or reject,ERN,EEGNet,0.8073321580886841
ICA,None,None,None,average,None,None,Int. or reject,LRP,EEGNet,0.79640793800354
ICA,None,None,None,average,None,None,Int. or reject,MMN,EEGNet,0.5670993328094482
ICA,None,None,None,average,None,None,Int. or reject,N170,EEGNet,0.673615038394928
ICA,None,None,None,average,None,None,Int. or reject,N2pc,EEGNet,0.6226340532302856
ICA,None,None,None,average,None,None,Int. or reject,N400,EEGNet,0.6337631940841675
ICA,None,None,None,average,None,None,Int. or reject,P3,EEGNet,0.6601115465164185
ICA,None,None,None,average,linear,200ms,False,ERN,EEGNet,0.8682859539985657
ICA,None,None,None,average,linear,200ms,False,LRP,EEGNet,0.8265451788902283
ICA,None,None,None,average,linear,200ms,False,MMN,EEGNet,0.578136146068573
ICA,None,None,None,average,linear,200ms,False,N170,EEGNet,0.7521874904632568
ICA,None,None,None,average,linear,200ms,False,N2pc,EEGNet,0.6574715375900269
ICA,None,None,None,average,linear,200ms,False,N400,EEGNet,0.6597916483879089
ICA,None,None,None,average,linear,200ms,False,P3,EEGNet,0.6840624809265137
ICA,None,None,None,average,linear,200ms,Interpolate,ERN,EEGNet,0.850456953048706
ICA,None,None,None,average,linear,200ms,Interpolate,LRP,EEGNet,0.81612229347229
ICA,None,None,None,average,linear,200ms,Interpolate,MMN,EEGNet,0.5697839260101318
ICA,None,None,None,average,linear,200ms,Interpolate,N170,EEGNet,0.7387499809265137
ICA,None,None,None,average,linear,200ms,Interpolate,N2pc,EEGNet,0.6504362225532532
ICA,None,None,None,average,linear,200ms,Interpolate,N400,EEGNet,0.6539583206176758
ICA,None,None,None,average,linear,200ms,Interpolate,P3,EEGNet,0.676562488079071
ICA,None,None,None,average,linear,200ms,Int. or reject,ERN,EEGNet,0.8559557199478149
ICA,None,None,None,average,linear,200ms,Int. or reject,LRP,EEGNet,0.822395384311676
ICA,None,None,None,average,linear,200ms,Int. or reject,MMN,EEGNet,0.5724307894706726
ICA,None,None,None,average,linear,200ms,Int. or reject,N170,EEGNet,0.743701159954071
ICA,None,None,None,average,linear,200ms,Int. or reject,N2pc,EEGNet,0.6499260663986206
ICA,None,None,None,average,linear,200ms,Int. or reject,N400,EEGNet,0.6684299111366272
ICA,None,None,None,average,linear,200ms,Int. or reject,P3,EEGNet,0.6768112182617188
ICA,None,None,None,average,linear,400ms,False,ERN,EEGNet,0.8676438331604004
ICA,None,None,None,average,linear,400ms,False,LRP,EEGNet,0.8265671730041504
ICA,None,None,None,average,linear,400ms,False,MMN,EEGNet,0.5782169699668884
ICA,None,None,None,average,linear,400ms,False,N170,EEGNet,0.7529687285423279
ICA,None,None,None,average,linear,400ms,False,N2pc,EEGNet,0.6573933959007263
ICA,None,None,None,average,linear,400ms,False,N400,EEGNet,0.6589583158493042
ICA,None,None,None,average,linear,400ms,False,P3,EEGNet,0.6839062571525574
ICA,None,None,None,average,linear,400ms,Interpolate,ERN,EEGNet,0.851790726184845
ICA,None,None,None,average,linear,400ms,Interpolate,LRP,EEGNet,0.82108473777771
ICA,None,None,None,average,linear,400ms,Interpolate,MMN,EEGNet,0.5712868571281433
ICA,None,None,None,average,linear,400ms,Interpolate,N170,EEGNet,0.7354687452316284
ICA,None,None,None,average,linear,400ms,Interpolate,N2pc,EEGNet,0.6531683802604675
ICA,None,None,None,average,linear,400ms,Interpolate,N400,EEGNet,0.6635416746139526
ICA,None,None,None,average,linear,400ms,Interpolate,P3,EEGNet,0.6685937643051147
ICA,None,None,None,average,linear,400ms,Int. or reject,ERN,EEGNet,0.857739269733429
ICA,None,None,None,average,linear,400ms,Int. or reject,LRP,EEGNet,0.8241392374038696
ICA,None,None,None,average,linear,400ms,Int. or reject,MMN,EEGNet,0.5757191777229309
ICA,None,None,None,average,linear,400ms,Int. or reject,N170,EEGNet,0.7409480214118958
ICA,None,None,None,average,linear,400ms,Int. or reject,N2pc,EEGNet,0.6558710336685181
ICA,None,None,None,average,linear,400ms,Int. or reject,N400,EEGNet,0.6651256084442139
ICA,None,None,None,average,linear,400ms,Int. or reject,P3,EEGNet,0.6825992465019226
ICA,None,None,None,average,linear,None,False,ERN,EEGNet,0.8589528799057007
ICA,None,None,None,average,linear,None,False,LRP,EEGNet,0.8263273239135742
ICA,None,None,None,average,linear,None,False,MMN,EEGNet,0.578279435634613
ICA,None,None,None,average,linear,None,False,N170,EEGNet,0.7528125047683716
ICA,None,None,None,average,linear,None,False,N2pc,EEGNet,0.6573933959007263
ICA,None,None,None,average,linear,None,False,N400,EEGNet,0.6587499976158142
ICA,None,None,None,average,linear,None,False,P3,EEGNet,0.6875
ICA,None,None,None,average,linear,None,Interpolate,ERN,EEGNet,0.8556398153305054
ICA,None,None,None,average,linear,None,Interpolate,LRP,EEGNet,0.8174302577972412
ICA,None,None,None,average,linear,None,Interpolate,MMN,EEGNet,0.5696094036102295
ICA,None,None,None,average,linear,None,Interpolate,N170,EEGNet,0.7357812523841858
ICA,None,None,None,average,linear,None,Interpolate,N2pc,EEGNet,0.6483999490737915
ICA,None,None,None,average,linear,None,Interpolate,N400,EEGNet,0.6583333611488342
ICA,None,None,None,average,linear,None,Interpolate,P3,EEGNet,0.6697656512260437
ICA,None,None,None,average,linear,None,Int. or reject,ERN,EEGNet,0.8488692045211792
ICA,None,None,None,average,linear,None,Int. or reject,LRP,EEGNet,0.823083758354187
ICA,None,None,None,average,linear,None,Int. or reject,MMN,EEGNet,0.5699381232261658
ICA,None,None,None,average,linear,None,Int. or reject,N170,EEGNet,0.7464304566383362
ICA,None,None,None,average,linear,None,Int. or reject,N2pc,EEGNet,0.6517342329025269
ICA,None,None,None,average,linear,None,Int. or reject,N400,EEGNet,0.6476279497146606
ICA,None,None,None,average,linear,None,Int. or reject,P3,EEGNet,0.6761206984519958
ICA,ICA,20 Hz,0.1 Hz,Cz,None,200ms,False,ERN,EEGNet,0.8697864413261414
ICA,ICA,20 Hz,0.1 Hz,Cz,None,200ms,False,LRP,EEGNet,0.7727737426757812
ICA,ICA,20 Hz,0.1 Hz,Cz,None,200ms,False,MMN,EEGNet,0.5615221261978149
ICA,ICA,20 Hz,0.1 Hz,Cz,None,200ms,False,N170,EEGNet,0.7623437643051147
ICA,ICA,20 Hz,0.1 Hz,Cz,None,200ms,False,N2pc,EEGNet,0.6422415971755981
ICA,ICA,20 Hz,0.1 Hz,Cz,None,200ms,False,N400,EEGNet,0.6664583086967468
ICA,ICA,20 Hz,0.1 Hz,Cz,None,200ms,False,P3,EEGNet,0.677734375
ICA,ICA,20 Hz,0.1 Hz,Cz,None,200ms,Interpolate,ERN,EEGNet,0.8693543672561646
ICA,ICA,20 Hz,0.1 Hz,Cz,None,200ms,Interpolate,LRP,EEGNet,0.7674911618232727
ICA,ICA,20 Hz,0.1 Hz,Cz,None,200ms,Interpolate,MMN,EEGNet,0.5511589646339417
ICA,ICA,20 Hz,0.1 Hz,Cz,None,200ms,Interpolate,N170,EEGNet,0.74609375
ICA,ICA,20 Hz,0.1 Hz,Cz,None,200ms,Interpolate,N2pc,EEGNet,0.6313490271568298
ICA,ICA,20 Hz,0.1 Hz,Cz,None,200ms,Interpolate,N400,EEGNet,0.6566666960716248
ICA,ICA,20 Hz,0.1 Hz,Cz,None,200ms,Interpolate,P3,EEGNet,0.676562488079071
ICA,ICA,20 Hz,0.1 Hz,Cz,None,200ms,Int. or reject,ERN,EEGNet,0.8538062572479248
ICA,ICA,20 Hz,0.1 Hz,Cz,None,200ms,Int. or reject,LRP,EEGNet,0.7647042870521545
ICA,ICA,20 Hz,0.1 Hz,Cz,None,200ms,Int. or reject,MMN,EEGNet,0.5538272261619568
ICA,ICA,20 Hz,0.1 Hz,Cz,None,200ms,Int. or reject,N170,EEGNet,0.7348698973655701
ICA,ICA,20 Hz,0.1 Hz,Cz,None,200ms,Int. or reject,N2pc,EEGNet,0.6281499862670898
ICA,ICA,20 Hz,0.1 Hz,Cz,None,200ms,Int. or reject,N400,EEGNet,0.6540662050247192
ICA,ICA,20 Hz,0.1 Hz,Cz,None,200ms,Int. or reject,P3,EEGNet,0.6670624613761902
ICA,ICA,20 Hz,0.1 Hz,Cz,None,400ms,False,ERN,EEGNet,0.8705082535743713
ICA,ICA,20 Hz,0.1 Hz,Cz,None,400ms,False,LRP,EEGNet,0.772363543510437
ICA,ICA,20 Hz,0.1 Hz,Cz,None,400ms,False,MMN,EEGNet,0.5616323947906494
ICA,ICA,20 Hz,0.1 Hz,Cz,None,400ms,False,N170,EEGNet,0.7618749737739563
ICA,ICA,20 Hz,0.1 Hz,Cz,None,400ms,False,N2pc,EEGNet,0.6420853137969971
ICA,ICA,20 Hz,0.1 Hz,Cz,None,400ms,False,N400,EEGNet,0.6670833230018616
ICA,ICA,20 Hz,0.1 Hz,Cz,None,400ms,False,P3,EEGNet,0.6780468821525574
ICA,ICA,20 Hz,0.1 Hz,Cz,None,400ms,Interpolate,ERN,EEGNet,0.8652045130729675
ICA,ICA,20 Hz,0.1 Hz,Cz,None,400ms,Interpolate,LRP,EEGNet,0.7666140794754028
ICA,ICA,20 Hz,0.1 Hz,Cz,None,400ms,Interpolate,MMN,EEGNet,0.5461549162864685
ICA,ICA,20 Hz,0.1 Hz,Cz,None,400ms,Interpolate,N170,EEGNet,0.7410937547683716
ICA,ICA,20 Hz,0.1 Hz,Cz,None,400ms,Interpolate,N2pc,EEGNet,0.6292185187339783
ICA,ICA,20 Hz,0.1 Hz,Cz,None,400ms,Interpolate,N400,EEGNet,0.659166693687439
ICA,ICA,20 Hz,0.1 Hz,Cz,None,400ms,Interpolate,P3,EEGNet,0.6838281154632568
ICA,ICA,20 Hz,0.1 Hz,Cz,None,400ms,Int. or reject,ERN,EEGNet,0.8536331057548523
ICA,ICA,20 Hz,0.1 Hz,Cz,None,400ms,Int. or reject,LRP,EEGNet,0.7601295709609985
ICA,ICA,20 Hz,0.1 Hz,Cz,None,400ms,Int. or reject,MMN,EEGNet,0.5580005049705505
ICA,ICA,20 Hz,0.1 Hz,Cz,None,400ms,Int. or reject,N170,EEGNet,0.7309761047363281
ICA,ICA,20 Hz,0.1 Hz,Cz,None,400ms,Int. or reject,N2pc,EEGNet,0.6342015862464905
ICA,ICA,20 Hz,0.1 Hz,Cz,None,400ms,Int. or reject,N400,EEGNet,0.6482552289962769
ICA,ICA,20 Hz,0.1 Hz,Cz,None,400ms,Int. or reject,P3,EEGNet,0.6750620007514954
ICA,ICA,20 Hz,0.1 Hz,Cz,None,None,False,ERN,EEGNet,0.8675855994224548
ICA,ICA,20 Hz,0.1 Hz,Cz,None,None,False,LRP,EEGNet,0.7726070880889893
ICA,ICA,20 Hz,0.1 Hz,Cz,None,None,False,MMN,EEGNet,0.5617709159851074
ICA,ICA,20 Hz,0.1 Hz,Cz,None,None,False,N170,EEGNet,0.7621874809265137
ICA,ICA,20 Hz,0.1 Hz,Cz,None,None,False,N2pc,EEGNet,0.6422415971755981
ICA,ICA,20 Hz,0.1 Hz,Cz,None,None,False,N400,EEGNet,0.6670833230018616
ICA,ICA,20 Hz,0.1 Hz,Cz,None,None,False,P3,EEGNet,0.6772656440734863
ICA,ICA,20 Hz,0.1 Hz,Cz,None,None,Interpolate,ERN,EEGNet,0.8574249148368835
ICA,ICA,20 Hz,0.1 Hz,Cz,None,None,Interpolate,LRP,EEGNet,0.7572521567344666
ICA,ICA,20 Hz,0.1 Hz,Cz,None,None,Interpolate,MMN,EEGNet,0.552370011806488
ICA,ICA,20 Hz,0.1 Hz,Cz,None,None,Interpolate,N170,EEGNet,0.7448437213897705
ICA,ICA,20 Hz,0.1 Hz,Cz,None,None,Interpolate,N2pc,EEGNet,0.6284323930740356
ICA,ICA,20 Hz,0.1 Hz,Cz,None,None,Interpolate,N400,EEGNet,0.6527083516120911
ICA,ICA,20 Hz,0.1 Hz,Cz,None,None,Interpolate,P3,EEGNet,0.6716406345367432
ICA,ICA,20 Hz,0.1 Hz,Cz,None,None,Int. or reject,ERN,EEGNet,0.8483762741088867
ICA,ICA,20 Hz,0.1 Hz,Cz,None,None,Int. or reject,LRP,EEGNet,0.7644741535186768
ICA,ICA,20 Hz,0.1 Hz,Cz,None,None,Int. or reject,MMN,EEGNet,0.5531452894210815
ICA,ICA,20 Hz,0.1 Hz,Cz,None,None,Int. or reject,N170,EEGNet,0.7406623959541321
ICA,ICA,20 Hz,0.1 Hz,Cz,None,None,Int. or reject,N2pc,EEGNet,0.6304700374603271
ICA,ICA,20 Hz,0.1 Hz,Cz,None,None,Int. or reject,N400,EEGNet,0.6477474570274353
ICA,ICA,20 Hz,0.1 Hz,Cz,None,None,Int. or reject,P3,EEGNet,0.6576048731803894
ICA,ICA,20 Hz,0.1 Hz,Cz,linear,200ms,False,ERN,EEGNet,0.8748876452445984
