Ocular artifact correction,Muscle artifact correction,Low-pass filter,High-pass filter,Reference electrode(s),Detrending,Baseline interval,Autoreject,experiment,decoder,performance
None,ICA,6 Hz,0.1 Hz,P9P10,linear,None,Int. or reject,ERN,EEGNet,0.8495082855224609
None,ICA,6 Hz,0.1 Hz,P9P10,linear,None,Int. or reject,LRP,EEGNet,0.7701849341392517
None,ICA,6 Hz,0.1 Hz,P9P10,linear,None,Int. or reject,MMN,EEGNet,0.5593973994255066
None,ICA,6 Hz,0.1 Hz,P9P10,linear,None,Int. or reject,N170,EEGNet,0.7281944155693054
None,ICA,6 Hz,0.1 Hz,P9P10,linear,None,Int. or reject,N2pc,EEGNet,0.6494444012641907
None,ICA,6 Hz,0.1 Hz,P9P10,linear,None,Int. or reject,N400,EEGNet,0.6523371338844299
None,ICA,6 Hz,0.1 Hz,P9P10,linear,None,Int. or reject,P3,EEGNet,0.6747930645942688
None,ICA,6 Hz,0.1 Hz,average,None,200ms,False,ERN,EEGNet,0.8674799203872681
None,ICA,6 Hz,0.1 Hz,average,None,200ms,False,LRP,EEGNet,0.776664137840271
None,ICA,6 Hz,0.1 Hz,average,None,200ms,False,MMN,EEGNet,0.5609148740768433
None,ICA,6 Hz,0.1 Hz,average,None,200ms,False,N170,EEGNet,0.7385937571525574
None,ICA,6 Hz,0.1 Hz,average,None,200ms,False,N2pc,EEGNet,0.65900719165802
None,ICA,6 Hz,0.1 Hz,average,None,200ms,False,N400,EEGNet,0.6664583086967468
None,ICA,6 Hz,0.1 Hz,average,None,200ms,False,P3,EEGNet,0.6701562404632568
None,ICA,6 Hz,0.1 Hz,average,None,200ms,Interpolate,ERN,EEGNet,0.8549176454544067
None,ICA,6 Hz,0.1 Hz,average,None,200ms,Interpolate,LRP,EEGNet,0.7635529041290283
None,ICA,6 Hz,0.1 Hz,average,None,200ms,Interpolate,MMN,EEGNet,0.5515738129615784
None,ICA,6 Hz,0.1 Hz,average,None,200ms,Interpolate,N170,EEGNet,0.7165625095367432
None,ICA,6 Hz,0.1 Hz,average,None,200ms,Interpolate,N2pc,EEGNet,0.6422386169433594
None,ICA,6 Hz,0.1 Hz,average,None,200ms,Interpolate,N400,EEGNet,0.6587499976158142
None,ICA,6 Hz,0.1 Hz,average,None,200ms,Interpolate,P3,EEGNet,0.6657812595367432
None,ICA,6 Hz,0.1 Hz,average,None,200ms,Int. or reject,ERN,EEGNet,0.8411288857460022
None,ICA,6 Hz,0.1 Hz,average,None,200ms,Int. or reject,LRP,EEGNet,0.7678682804107666
None,ICA,6 Hz,0.1 Hz,average,None,200ms,Int. or reject,MMN,EEGNet,0.5517297387123108
None,ICA,6 Hz,0.1 Hz,average,None,200ms,Int. or reject,N170,EEGNet,0.7084106802940369
None,ICA,6 Hz,0.1 Hz,average,None,200ms,Int. or reject,N2pc,EEGNet,0.6522467136383057
None,ICA,6 Hz,0.1 Hz,average,None,200ms,Int. or reject,N400,EEGNet,0.6452763080596924
None,ICA,6 Hz,0.1 Hz,average,None,200ms,Int. or reject,P3,EEGNet,0.6709925532341003
None,ICA,6 Hz,0.1 Hz,average,None,400ms,False,ERN,EEGNet,0.8655735850334167
None,ICA,6 Hz,0.1 Hz,average,None,400ms,False,LRP,EEGNet,0.7754127979278564
None,ICA,6 Hz,0.1 Hz,average,None,400ms,False,MMN,EEGNet,0.5608364939689636
None,ICA,6 Hz,0.1 Hz,average,None,400ms,False,N170,EEGNet,0.7373437285423279
None,ICA,6 Hz,0.1 Hz,average,None,400ms,False,N2pc,EEGNet,0.6593196988105774
None,ICA,6 Hz,0.1 Hz,average,None,400ms,False,N400,EEGNet,0.6672916412353516
None,ICA,6 Hz,0.1 Hz,average,None,400ms,False,P3,EEGNet,0.668749988079071
None,ICA,6 Hz,0.1 Hz,average,None,400ms,Interpolate,ERN,EEGNet,0.8504037857055664
None,ICA,6 Hz,0.1 Hz,average,None,400ms,Interpolate,LRP,EEGNet,0.764137864112854
None,ICA,6 Hz,0.1 Hz,average,None,400ms,Interpolate,MMN,EEGNet,0.5512406229972839
None,ICA,6 Hz,0.1 Hz,average,None,400ms,Interpolate,N170,EEGNet,0.7178124785423279
None,ICA,6 Hz,0.1 Hz,average,None,400ms,Interpolate,N2pc,EEGNet,0.6413155794143677
None,ICA,6 Hz,0.1 Hz,average,None,400ms,Interpolate,N400,EEGNet,0.6535416841506958
None,ICA,6 Hz,0.1 Hz,average,None,400ms,Interpolate,P3,EEGNet,0.6670312285423279
None,ICA,6 Hz,0.1 Hz,average,None,400ms,Int. or reject,ERN,EEGNet,0.8428979516029358
None,ICA,6 Hz,0.1 Hz,average,None,400ms,Int. or reject,LRP,EEGNet,0.7655396461486816
None,ICA,6 Hz,0.1 Hz,average,None,400ms,Int. or reject,MMN,EEGNet,0.553034782409668
None,ICA,6 Hz,0.1 Hz,average,None,400ms,Int. or reject,N170,EEGNet,0.7171252369880676
None,ICA,6 Hz,0.1 Hz,average,None,400ms,Int. or reject,N2pc,EEGNet,0.6409384608268738
None,ICA,6 Hz,0.1 Hz,average,None,400ms,Int. or reject,N400,EEGNet,0.6481200456619263
None,ICA,6 Hz,0.1 Hz,average,None,400ms,Int. or reject,P3,EEGNet,0.6690444946289062
None,ICA,6 Hz,0.1 Hz,average,None,None,False,ERN,EEGNet,0.8607070446014404
None,ICA,6 Hz,0.1 Hz,average,None,None,False,LRP,EEGNet,0.7750568985939026
None,ICA,6 Hz,0.1 Hz,average,None,None,False,MMN,EEGNet,0.5607469081878662
None,ICA,6 Hz,0.1 Hz,average,None,None,False,N170,EEGNet,0.7370312213897705
None,ICA,6 Hz,0.1 Hz,average,None,None,False,N2pc,EEGNet,0.6589291095733643
None,ICA,6 Hz,0.1 Hz,average,None,None,False,N400,EEGNet,0.6656249761581421
None,ICA,6 Hz,0.1 Hz,average,None,None,False,P3,EEGNet,0.6703906059265137
None,ICA,6 Hz,0.1 Hz,average,None,None,Interpolate,ERN,EEGNet,0.8575885891914368
None,ICA,6 Hz,0.1 Hz,average,None,None,Interpolate,LRP,EEGNet,0.7578683495521545
None,ICA,6 Hz,0.1 Hz,average,None,None,Interpolate,MMN,EEGNet,0.5518906712532043
None,ICA,6 Hz,0.1 Hz,average,None,None,Interpolate,N170,EEGNet,0.7154687643051147
None,ICA,6 Hz,0.1 Hz,average,None,None,Interpolate,N2pc,EEGNet,0.6490564942359924
None,ICA,6 Hz,0.1 Hz,average,None,None,Interpolate,N400,EEGNet,0.67208331823349
None,ICA,6 Hz,0.1 Hz,average,None,None,Interpolate,P3,EEGNet,0.6778125166893005
None,ICA,6 Hz,0.1 Hz,average,None,None,Int. or reject,ERN,EEGNet,0.8400272727012634
None,ICA,6 Hz,0.1 Hz,average,None,None,Int. or reject,LRP,EEGNet,0.7623059153556824
None,ICA,6 Hz,0.1 Hz,average,None,None,Int. or reject,MMN,EEGNet,0.5521091818809509
None,ICA,6 Hz,0.1 Hz,average,None,None,Int. or reject,N170,EEGNet,0.724172830581665
None,ICA,6 Hz,0.1 Hz,average,None,None,Int. or reject,N2pc,EEGNet,0.6444078683853149
None,ICA,6 Hz,0.1 Hz,average,None,None,Int. or reject,N400,EEGNet,0.6487463116645813
None,ICA,6 Hz,0.1 Hz,average,None,None,Int. or reject,P3,EEGNet,0.6604287028312683
None,ICA,6 Hz,0.1 Hz,average,linear,200ms,False,ERN,EEGNet,0.8731852769851685
None,ICA,6 Hz,0.1 Hz,average,linear,200ms,False,LRP,EEGNet,0.7787880897521973
None,ICA,6 Hz,0.1 Hz,average,linear,200ms,False,MMN,EEGNet,0.5646132230758667
None,ICA,6 Hz,0.1 Hz,average,linear,200ms,False,N170,EEGNet,0.7404687404632568
None,ICA,6 Hz,0.1 Hz,average,linear,200ms,False,N2pc,EEGNet,0.6565045118331909
None,ICA,6 Hz,0.1 Hz,average,linear,200ms,False,N400,EEGNet,0.6512500047683716
None,ICA,6 Hz,0.1 Hz,average,linear,200ms,False,P3,EEGNet,0.693359375
None,ICA,6 Hz,0.1 Hz,average,linear,200ms,Interpolate,ERN,EEGNet,0.8593385815620422
None,ICA,6 Hz,0.1 Hz,average,linear,200ms,Interpolate,LRP,EEGNet,0.7711678743362427
None,ICA,6 Hz,0.1 Hz,average,linear,200ms,Interpolate,MMN,EEGNet,0.5608305335044861
None,ICA,6 Hz,0.1 Hz,average,linear,200ms,Interpolate,N170,EEGNet,0.7248437404632568
None,ICA,6 Hz,0.1 Hz,average,linear,200ms,Interpolate,N2pc,EEGNet,0.6448339223861694
None,ICA,6 Hz,0.1 Hz,average,linear,200ms,Interpolate,N400,EEGNet,0.6410416960716248
None,ICA,6 Hz,0.1 Hz,average,linear,200ms,Interpolate,P3,EEGNet,0.6732812523841858
None,ICA,6 Hz,0.1 Hz,average,linear,200ms,Int. or reject,ERN,EEGNet,0.8286566138267517
None,ICA,6 Hz,0.1 Hz,average,linear,200ms,Int. or reject,LRP,EEGNet,0.7666658163070679
None,ICA,6 Hz,0.1 Hz,average,linear,200ms,Int. or reject,MMN,EEGNet,0.5556067824363708
None,ICA,6 Hz,0.1 Hz,average,linear,200ms,Int. or reject,N170,EEGNet,0.7255715131759644
None,ICA,6 Hz,0.1 Hz,average,linear,200ms,Int. or reject,N2pc,EEGNet,0.6484525799751282
None,ICA,6 Hz,0.1 Hz,average,linear,200ms,Int. or reject,N400,EEGNet,0.6477507948875427
None,ICA,6 Hz,0.1 Hz,average,linear,200ms,Int. or reject,P3,EEGNet,0.6722308993339539
None,ICA,6 Hz,0.1 Hz,average,linear,400ms,False,ERN,EEGNet,0.8688534498214722
None,ICA,6 Hz,0.1 Hz,average,linear,400ms,False,LRP,EEGNet,0.7770755290985107
None,ICA,6 Hz,0.1 Hz,average,linear,400ms,False,MMN,EEGNet,0.5645395517349243
None,ICA,6 Hz,0.1 Hz,average,linear,400ms,False,N170,EEGNet,0.7381250262260437
None,ICA,6 Hz,0.1 Hz,average,linear,400ms,False,N2pc,EEGNet,0.6563482880592346
None,ICA,6 Hz,0.1 Hz,average,linear,400ms,False,N400,EEGNet,0.6522916555404663
None,ICA,6 Hz,0.1 Hz,average,linear,400ms,False,P3,EEGNet,0.6909375190734863
None,ICA,6 Hz,0.1 Hz,average,linear,400ms,Interpolate,ERN,EEGNet,0.8603994250297546
None,ICA,6 Hz,0.1 Hz,average,linear,400ms,Interpolate,LRP,EEGNet,0.7732415199279785
None,ICA,6 Hz,0.1 Hz,average,linear,400ms,Interpolate,MMN,EEGNet,0.5548400282859802
None,ICA,6 Hz,0.1 Hz,average,linear,400ms,Interpolate,N170,EEGNet,0.7232812643051147
None,ICA,6 Hz,0.1 Hz,average,linear,400ms,Interpolate,N2pc,EEGNet,0.6460739970207214
None,ICA,6 Hz,0.1 Hz,average,linear,400ms,Interpolate,N400,EEGNet,0.6464583277702332
None,ICA,6 Hz,0.1 Hz,average,linear,400ms,Interpolate,P3,EEGNet,0.6751562356948853
None,ICA,6 Hz,0.1 Hz,average,linear,400ms,Int. or reject,ERN,EEGNet,0.8412030935287476
None,ICA,6 Hz,0.1 Hz,average,linear,400ms,Int. or reject,LRP,EEGNet,0.771838903427124
None,ICA,6 Hz,0.1 Hz,average,linear,400ms,Int. or reject,MMN,EEGNet,0.5551297068595886
None,ICA,6 Hz,0.1 Hz,average,linear,400ms,Int. or reject,N170,EEGNet,0.7372373938560486
None,ICA,6 Hz,0.1 Hz,average,linear,400ms,Int. or reject,N2pc,EEGNet,0.6488725543022156
None,ICA,6 Hz,0.1 Hz,average,linear,400ms,Int. or reject,N400,EEGNet,0.6496891975402832
None,ICA,6 Hz,0.1 Hz,average,linear,400ms,Int. or reject,P3,EEGNet,0.6699443459510803
None,ICA,6 Hz,0.1 Hz,average,linear,None,False,ERN,EEGNet,0.85628342628479
None,ICA,6 Hz,0.1 Hz,average,linear,None,False,LRP,EEGNet,0.7789495587348938
None,ICA,6 Hz,0.1 Hz,average,linear,None,False,MMN,EEGNet,0.5650089979171753
None,ICA,6 Hz,0.1 Hz,average,linear,None,False,N170,EEGNet,0.7378125190734863
None,ICA,6 Hz,0.1 Hz,average,linear,None,False,N2pc,EEGNet,0.6563482880592346
None,ICA,6 Hz,0.1 Hz,average,linear,None,False,N400,EEGNet,0.6527083516120911
None,ICA,6 Hz,0.1 Hz,average,linear,None,False,P3,EEGNet,0.692578136920929
None,ICA,6 Hz,0.1 Hz,average,linear,None,Interpolate,ERN,EEGNet,0.8457834124565125
None,ICA,6 Hz,0.1 Hz,average,linear,None,Interpolate,LRP,EEGNet,0.7695325613021851
None,ICA,6 Hz,0.1 Hz,average,linear,None,Interpolate,MMN,EEGNet,0.5600703954696655
None,ICA,6 Hz,0.1 Hz,average,linear,None,Interpolate,N170,EEGNet,0.7223437428474426
None,ICA,6 Hz,0.1 Hz,average,linear,None,Interpolate,N2pc,EEGNet,0.6433489322662354
None,ICA,6 Hz,0.1 Hz,average,linear,None,Interpolate,N400,EEGNet,0.6541666388511658
None,ICA,6 Hz,0.1 Hz,average,linear,None,Interpolate,P3,EEGNet,0.6722656488418579
None,ICA,6 Hz,0.1 Hz,average,linear,None,Int. or reject,ERN,EEGNet,0.83817058801651
None,ICA,6 Hz,0.1 Hz,average,linear,None,Int. or reject,LRP,EEGNet,0.7781352996826172
None,ICA,6 Hz,0.1 Hz,average,linear,None,Int. or reject,MMN,EEGNet,0.5569289922714233
None,ICA,6 Hz,0.1 Hz,average,linear,None,Int. or reject,N170,EEGNet,0.736010730266571
None,ICA,6 Hz,0.1 Hz,average,linear,None,Int. or reject,N2pc,EEGNet,0.6500592827796936
None,ICA,6 Hz,0.1 Hz,average,linear,None,Int. or reject,N400,EEGNet,0.6345176100730896
None,ICA,6 Hz,0.1 Hz,average,linear,None,Int. or reject,P3,EEGNet,0.6679608821868896
None,ICA,6 Hz,0.5 Hz,Cz,None,200ms,False,ERN,EEGNet,0.87809818983078
None,ICA,6 Hz,0.5 Hz,Cz,None,200ms,False,LRP,EEGNet,0.7770176529884338
None,ICA,6 Hz,0.5 Hz,Cz,None,200ms,False,MMN,EEGNet,0.5615555644035339
None,ICA,6 Hz,0.5 Hz,Cz,None,200ms,False,N170,EEGNet,0.7334374785423279
None,ICA,6 Hz,0.5 Hz,Cz,None,200ms,False,N2pc,EEGNet,0.6628545522689819
None,ICA,6 Hz,0.5 Hz,Cz,None,200ms,False,N400,EEGNet,0.6633333563804626
None,ICA,6 Hz,0.5 Hz,Cz,None,200ms,False,P3,EEGNet,0.6848437786102295
None,ICA,6 Hz,0.5 Hz,Cz,None,200ms,Interpolate,ERN,EEGNet,0.8763651847839355
None,ICA,6 Hz,0.5 Hz,Cz,None,200ms,Interpolate,LRP,EEGNet,0.7692243456840515
None,ICA,6 Hz,0.5 Hz,Cz,None,200ms,Interpolate,MMN,EEGNet,0.5540750622749329
None,ICA,6 Hz,0.5 Hz,Cz,None,200ms,Interpolate,N170,EEGNet,0.7212499976158142
None,ICA,6 Hz,0.5 Hz,Cz,None,200ms,Interpolate,N2pc,EEGNet,0.6535786986351013
None,ICA,6 Hz,0.5 Hz,Cz,None,200ms,Interpolate,N400,EEGNet,0.6635416746139526
None,ICA,6 Hz,0.5 Hz,Cz,None,200ms,Interpolate,P3,EEGNet,0.6839843988418579
None,ICA,6 Hz,0.5 Hz,Cz,None,200ms,Int. or reject,ERN,EEGNet,0.8673112392425537
None,ICA,6 Hz,0.5 Hz,Cz,None,200ms,Int. or reject,LRP,EEGNet,0.7738326787948608
None,ICA,6 Hz,0.5 Hz,Cz,None,200ms,Int. or reject,MMN,EEGNet,0.5516111850738525
None,ICA,6 Hz,0.5 Hz,Cz,None,200ms,Int. or reject,N170,EEGNet,0.7252639532089233
None,ICA,6 Hz,0.5 Hz,Cz,None,200ms,Int. or reject,N2pc,EEGNet,0.6428431868553162
None,ICA,6 Hz,0.5 Hz,Cz,None,200ms,Int. or reject,N400,EEGNet,0.6589016914367676
None,ICA,6 Hz,0.5 Hz,Cz,None,200ms,Int. or reject,P3,EEGNet,0.678663432598114
None,ICA,6 Hz,0.5 Hz,Cz,None,400ms,False,ERN,EEGNet,0.8771420121192932
None,ICA,6 Hz,0.5 Hz,Cz,None,400ms,False,LRP,EEGNet,0.7767318487167358
None,ICA,6 Hz,0.5 Hz,Cz,None,400ms,False,MMN,EEGNet,0.5618999004364014
None,ICA,6 Hz,0.5 Hz,Cz,None,400ms,False,N170,EEGNet,0.735156238079071
None,ICA,6 Hz,0.5 Hz,Cz,None,400ms,False,N2pc,EEGNet,0.6629326939582825
None,ICA,6 Hz,0.5 Hz,Cz,None,400ms,False,N400,EEGNet,0.6639583110809326
None,ICA,6 Hz,0.5 Hz,Cz,None,400ms,False,P3,EEGNet,0.6872656345367432
None,ICA,6 Hz,0.5 Hz,Cz,None,400ms,Interpolate,ERN,EEGNet,0.8760663866996765
None,ICA,6 Hz,0.5 Hz,Cz,None,400ms,Interpolate,LRP,EEGNet,0.7672759294509888
None,ICA,6 Hz,0.5 Hz,Cz,None,400ms,Interpolate,MMN,EEGNet,0.5571763515472412
None,ICA,6 Hz,0.5 Hz,Cz,None,400ms,Interpolate,N170,EEGNet,0.7259374856948853
None,ICA,6 Hz,0.5 Hz,Cz,None,400ms,Interpolate,N2pc,EEGNet,0.6496511697769165
None,ICA,6 Hz,0.5 Hz,Cz,None,400ms,Interpolate,N400,EEGNet,0.6618750095367432
None,ICA,6 Hz,0.5 Hz,Cz,None,400ms,Interpolate,P3,EEGNet,0.6853125095367432
None,ICA,6 Hz,0.5 Hz,Cz,None,400ms,Int. or reject,ERN,EEGNet,0.8621209263801575
None,ICA,6 Hz,0.5 Hz,Cz,None,400ms,Int. or reject,LRP,EEGNet,0.7731074690818787
None,ICA,6 Hz,0.5 Hz,Cz,None,400ms,Int. or reject,MMN,EEGNet,0.5533130764961243
None,ICA,6 Hz,0.5 Hz,Cz,None,400ms,Int. or reject,N170,EEGNet,0.7237473726272583
None,ICA,6 Hz,0.5 Hz,Cz,None,400ms,Int. or reject,N2pc,EEGNet,0.6480122208595276
None,ICA,6 Hz,0.5 Hz,Cz,None,400ms,Int. or reject,N400,EEGNet,0.6506294012069702
None,ICA,6 Hz,0.5 Hz,Cz,None,400ms,Int. or reject,P3,EEGNet,0.685501217842102
None,ICA,6 Hz,0.5 Hz,Cz,None,None,False,ERN,EEGNet,0.8751922249794006
None,ICA,6 Hz,0.5 Hz,Cz,None,None,False,LRP,EEGNet,0.7773297429084778
None,ICA,6 Hz,0.5 Hz,Cz,None,None,False,MMN,EEGNet,0.5617442727088928
None,ICA,6 Hz,0.5 Hz,Cz,None,None,False,N170,EEGNet,0.7342187762260437
None,ICA,6 Hz,0.5 Hz,Cz,None,None,False,N2pc,EEGNet,0.6630889773368835
None,ICA,6 Hz,0.5 Hz,Cz,None,None,False,N400,EEGNet,0.6643750071525574
None,ICA,6 Hz,0.5 Hz,Cz,None,None,False,P3,EEGNet,0.6867969036102295
None,ICA,6 Hz,0.5 Hz,Cz,None,None,Interpolate,ERN,EEGNet,0.8579927682876587
None,ICA,6 Hz,0.5 Hz,Cz,None,None,Interpolate,LRP,EEGNet,0.7601533532142639
None,ICA,6 Hz,0.5 Hz,Cz,None,None,Interpolate,MMN,EEGNet,0.557582437992096
None,ICA,6 Hz,0.5 Hz,Cz,None,None,Interpolate,N170,EEGNet,0.7268750071525574
None,ICA,6 Hz,0.5 Hz,Cz,None,None,Interpolate,N2pc,EEGNet,0.6487439870834351
None,ICA,6 Hz,0.5 Hz,Cz,None,None,Interpolate,N400,EEGNet,0.6629166603088379
None,ICA,6 Hz,0.5 Hz,Cz,None,None,Interpolate,P3,EEGNet,0.6810156106948853
None,ICA,6 Hz,0.5 Hz,Cz,None,None,Int. or reject,ERN,EEGNet,0.8511403799057007
None,ICA,6 Hz,0.5 Hz,Cz,None,None,Int. or reject,LRP,EEGNet,0.7673823237419128
None,ICA,6 Hz,0.5 Hz,Cz,None,None,Int. or reject,MMN,EEGNet,0.5504676103591919
None,ICA,6 Hz,0.5 Hz,Cz,None,None,Int. or reject,N170,EEGNet,0.7102171182632446
None,ICA,6 Hz,0.5 Hz,Cz,None,None,Int. or reject,N2pc,EEGNet,0.648051381111145
None,ICA,6 Hz,0.5 Hz,Cz,None,None,Int. or reject,N400,EEGNet,0.6468545198440552
None,ICA,6 Hz,0.5 Hz,Cz,None,None,Int. or reject,P3,EEGNet,0.6706452965736389
None,ICA,6 Hz,0.5 Hz,Cz,linear,200ms,False,ERN,EEGNet,0.8716818690299988
None,ICA,6 Hz,0.5 Hz,Cz,linear,200ms,False,LRP,EEGNet,0.7791696786880493
None,ICA,6 Hz,0.5 Hz,Cz,linear,200ms,False,MMN,EEGNet,0.5654879212379456
None,ICA,6 Hz,0.5 Hz,Cz,linear,200ms,False,N170,EEGNet,0.7350000143051147
None,ICA,6 Hz,0.5 Hz,Cz,linear,200ms,False,N2pc,EEGNet,0.6566895246505737
None,ICA,6 Hz,0.5 Hz,Cz,linear,200ms,False,N400,EEGNet,0.6652083396911621
None,ICA,6 Hz,0.5 Hz,Cz,linear,200ms,False,P3,EEGNet,0.6901562213897705
None,ICA,6 Hz,0.5 Hz,Cz,linear,200ms,Interpolate,ERN,EEGNet,0.8646002411842346
None,ICA,6 Hz,0.5 Hz,Cz,linear,200ms,Interpolate,LRP,EEGNet,0.7698274850845337
None,ICA,6 Hz,0.5 Hz,Cz,linear,200ms,Interpolate,MMN,EEGNet,0.5590583682060242
None,ICA,6 Hz,0.5 Hz,Cz,linear,200ms,Interpolate,N170,EEGNet,0.7246875166893005
None,ICA,6 Hz,0.5 Hz,Cz,linear,200ms,Interpolate,N2pc,EEGNet,0.6467843651771545
None,ICA,6 Hz,0.5 Hz,Cz,linear,200ms,Interpolate,N400,EEGNet,0.6597916483879089
None,ICA,6 Hz,0.5 Hz,Cz,linear,200ms,Interpolate,P3,EEGNet,0.6790624856948853
None,ICA,6 Hz,0.5 Hz,Cz,linear,200ms,Int. or reject,ERN,EEGNet,0.8581891059875488
None,ICA,6 Hz,0.5 Hz,Cz,linear,200ms,Int. or reject,LRP,EEGNet,0.7747874855995178
None,ICA,6 Hz,0.5 Hz,Cz,linear,200ms,Int. or reject,MMN,EEGNet,0.5590940117835999
None,ICA,6 Hz,0.5 Hz,Cz,linear,200ms,Int. or reject,N170,EEGNet,0.729174017906189
None,ICA,6 Hz,0.5 Hz,Cz,linear,200ms,Int. or reject,N2pc,EEGNet,0.6450110077857971
None,ICA,6 Hz,0.5 Hz,Cz,linear,200ms,Int. or reject,N400,EEGNet,0.6448745727539062
None,ICA,6 Hz,0.5 Hz,Cz,linear,200ms,Int. or reject,P3,EEGNet,0.6778092980384827
None,ICA,6 Hz,0.5 Hz,Cz,linear,400ms,False,ERN,EEGNet,0.8718748092651367
None,ICA,6 Hz,0.5 Hz,Cz,linear,400ms,False,LRP,EEGNet,0.7793989777565002
None,ICA,6 Hz,0.5 Hz,Cz,linear,400ms,False,MMN,EEGNet,0.565441370010376
None,ICA,6 Hz,0.5 Hz,Cz,linear,400ms,False,N170,EEGNet,0.735156238079071
None,ICA,6 Hz,0.5 Hz,Cz,linear,400ms,False,N2pc,EEGNet,0.6566895246505737
None,ICA,6 Hz,0.5 Hz,Cz,linear,400ms,False,N400,EEGNet,0.6668750047683716
None,ICA,6 Hz,0.5 Hz,Cz,linear,400ms,False,P3,EEGNet,0.6915624737739563
None,ICA,6 Hz,0.5 Hz,Cz,linear,400ms,Interpolate,ERN,EEGNet,0.8629205822944641
None,ICA,6 Hz,0.5 Hz,Cz,linear,400ms,Interpolate,LRP,EEGNet,0.7678958773612976
None,ICA,6 Hz,0.5 Hz,Cz,linear,400ms,Interpolate,MMN,EEGNet,0.5601419806480408
None,ICA,6 Hz,0.5 Hz,Cz,linear,400ms,Interpolate,N170,EEGNet,0.7342187762260437
None,ICA,6 Hz,0.5 Hz,Cz,linear,400ms,Interpolate,N2pc,EEGNet,0.6481027007102966
None,ICA,6 Hz,0.5 Hz,Cz,linear,400ms,Interpolate,N400,EEGNet,0.6537500023841858
None,ICA,6 Hz,0.5 Hz,Cz,linear,400ms,Interpolate,P3,EEGNet,0.6837499737739563
None,ICA,6 Hz,0.5 Hz,Cz,linear,400ms,Int. or reject,ERN,EEGNet,0.8562671542167664
None,ICA,6 Hz,0.5 Hz,Cz,linear,400ms,Int. or reject,LRP,EEGNet,0.7738980650901794
None,ICA,6 Hz,0.5 Hz,Cz,linear,400ms,Int. or reject,MMN,EEGNet,0.5634734034538269
None,ICA,6 Hz,0.5 Hz,Cz,linear,400ms,Int. or reject,N170,EEGNet,0.7314633131027222
None,ICA,6 Hz,0.5 Hz,Cz,linear,400ms,Int. or reject,N2pc,EEGNet,0.6467390656471252
None,ICA,6 Hz,0.5 Hz,Cz,linear,400ms,Int. or reject,N400,EEGNet,0.6429204344749451
None,ICA,6 Hz,0.5 Hz,Cz,linear,400ms,Int. or reject,P3,EEGNet,0.6728245615959167
None,ICA,6 Hz,0.5 Hz,Cz,linear,None,False,ERN,EEGNet,0.8649935126304626
None,ICA,6 Hz,0.5 Hz,Cz,linear,None,False,LRP,EEGNet,0.7784546613693237
None,ICA,6 Hz,0.5 Hz,Cz,linear,None,False,MMN,EEGNet,0.565720796585083
None,ICA,6 Hz,0.5 Hz,Cz,linear,None,False,N170,EEGNet,0.7342187762260437
None,ICA,6 Hz,0.5 Hz,Cz,linear,None,False,N2pc,EEGNet,0.6566895246505737
None,ICA,6 Hz,0.5 Hz,Cz,linear,None,False,N400,EEGNet,0.6654166579246521
None,ICA,6 Hz,0.5 Hz,Cz,linear,None,False,P3,EEGNet,0.6881250143051147
None,ICA,6 Hz,0.5 Hz,Cz,linear,None,Interpolate,ERN,EEGNet,0.8546025156974792
None,ICA,6 Hz,0.5 Hz,Cz,linear,None,Interpolate,LRP,EEGNet,0.7673543095588684
None,ICA,6 Hz,0.5 Hz,Cz,linear,None,Interpolate,MMN,EEGNet,0.5580824613571167
None,ICA,6 Hz,0.5 Hz,Cz,linear,None,Interpolate,N170,EEGNet,0.7295312285423279
None,ICA,6 Hz,0.5 Hz,Cz,linear,None,Interpolate,N2pc,EEGNet,0.6497387290000916
None,ICA,6 Hz,0.5 Hz,Cz,linear,None,Interpolate,N400,EEGNet,0.6589583158493042
None,ICA,6 Hz,0.5 Hz,Cz,linear,None,Interpolate,P3,EEGNet,0.6791406273841858
None,ICA,6 Hz,0.5 Hz,Cz,linear,None,Int. or reject,ERN,EEGNet,0.8548934459686279
None,ICA,6 Hz,0.5 Hz,Cz,linear,None,Int. or reject,LRP,EEGNet,0.7733173370361328
None,ICA,6 Hz,0.5 Hz,Cz,linear,None,Int. or reject,MMN,EEGNet,0.562718391418457
None,ICA,6 Hz,0.5 Hz,Cz,linear,None,Int. or reject,N170,EEGNet,0.7305514812469482
None,ICA,6 Hz,0.5 Hz,Cz,linear,None,Int. or reject,N2pc,EEGNet,0.6438467502593994
None,ICA,6 Hz,0.5 Hz,Cz,linear,None,Int. or reject,N400,EEGNet,0.6577953696250916
None,ICA,6 Hz,0.5 Hz,Cz,linear,None,Int. or reject,P3,EEGNet,0.6806818842887878
None,ICA,6 Hz,0.5 Hz,P9P10,None,200ms,False,ERN,EEGNet,0.8751896619796753
None,ICA,6 Hz,0.5 Hz,P9P10,None,200ms,False,LRP,EEGNet,0.777970552444458
None,ICA,6 Hz,0.5 Hz,P9P10,None,200ms,False,MMN,EEGNet,0.5646092891693115
None,ICA,6 Hz,0.5 Hz,P9P10,None,200ms,False,N170,EEGNet,0.7365624904632568
None,ICA,6 Hz,0.5 Hz,P9P10,None,200ms,False,N2pc,EEGNet,0.6564412117004395
None,ICA,6 Hz,0.5 Hz,P9P10,None,200ms,False,N400,EEGNet,0.67208331823349
